R1;CUPS;Número (ID5);Póliza;Autoconsumo;CAU;Es servicios auxiliares;Coordenada X;Coordenada Y;Coordenada Z;Nudo;Provincia;Municipio;Parroquia/población;CT AA conectividad;Línea;Tramo;Fase;Tensión alimentación (kV);Tipo instalación (conexión);Pot. contratada (kW);Pot. máxima;Potencia instalada (adscrita) (kW);Tarifa;Tipo equipo medida;Fecha de instalación equipo de medida;Código CNAE;Casa cerrada;Fecha alta contrato;Fecha baja contrato;Observaciones;Coordenada X Z29;Coordenada Y Z29;Coordenada X Z31;Coordenada Y Z31;Sustituye a;Sustituido por;Inspección;CT AA manual;Excluido conectividad;Digitalizar;infra_id
R1-112;ES0157000012000958WN;(error consulta Clientes);12000958;;;;335419,355;4082668,05;438;0484662453LB368756341;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000719;;0,23;Fachada;0;;;;;;;;;;;870243,445;4089137,091;-199910,729;4109939,517;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000012001790SQ0F;KAM0027613531;12001790;;;;335429,355;4082635,05;448;0484650522LB368753385;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.XX00000055;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870255,515;4089104,741;-199902,787;4109905,76;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000012001819QE0F;KAM0027612378;12001819;;;;335422,355;4082657,05;442;0484658849LB368755355;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000725;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870247,135;4089126,286;-199908,416;4109928,286;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000012601412GM;KAM0019248479;12601412;;;;335765,355;4082782,04;430;0484276885LB368767214;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000049;;0,23;Subterránea;4,6;;;2.0TD;SMT;;9820;0;16/03/2022 13:55;;;870582,055;4089272,787;-199556,212;4110031,962;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000012601978ML0F;29577469;12601978;;;;335692,355;4082769,04;439,465;0484358474LB368765916;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000002;;0,23;Subterránea;4,6;;;2.0TD;MEC;;9820;0;31/05/2021 21:58;;;870509,919;4089255,2;-199630,307;4110023,548;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000012602036PP0F;KAM0019248384;12602036;;;;335775,841;4082792,69;431;0484265356LB368768191;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.6308900654;;0,23;Subterránea;4,6;;;2.0TD;SMT;;9609;0;06/07/2021 12:05;;;870591,864;4089284,09;-199545,011;4110041,985;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000015201823CJ0F;KAM0026733799;15201823;;;;335763,355;4082781,04;423,133;0484279107LB368767121;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.T100000091;;0,23;Subterránea;3,4;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870580,119;4089271,661;-199558,283;4110031,085;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000021800902NR0F;KAM0027810258;21800902;;;;335583,354;4082597,04;471;0484476990LB368750229;Málaga;Ardales;;;112.LBT.D100000001;112.BTV.D100000528;;0,38;Subterránea;1,644;;;3.0TD;SMT;;3600;0;31/05/2021 21:58;;;870411,811;4089076,447;-199750,631;4109857,833;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000040300204LN;KAM0020239547;40300204;;;;335570,356;4082848,05;431;0484497009LB368772822;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000517;;0,23;Fachada;4,6;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870383,023;4089326,482;-199747,741;4110110,596;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000040300206LZ;KAM0027594663;40300206;;;;335580,356;4082842,05;431;0484485663LB368772298;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000515;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870393,394;4089321,115;-199738,085;4110103,939;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000040300207LS;KAM0027594360;40300207;;;;335580,356;4082842,05;431;0484485663LB368772298;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000515;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870393,394;4089321,115;-199738,085;4110103,939;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000040300209LV;KAM0027594693;40300209;;;;335583,355;4082841,05;431;0484482278LB368772214;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000514;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870396,454;4089320,305;-199735,138;4110102,745;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000040300210LH;KAM0027594544;40300210;;;;335591,355;4082837,05;431;0484473220LB368771867;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000513;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870404,701;4089316,811;-199727,363;4110098,222;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000040300220CM;KAM0027594356;40300220;;;;335658,355;4082789,04;446,068;0484397038LB368767659;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000482;;0,23;Fachada;2,3;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870474,681;4089273,048;-199663,163;4110045,781;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000040300221CY;KAM0019878406;40300221;;;;335660,355;4082787,04;447;0484394752LB368767482;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000481;;0,23;Fachada;2,3;;;2.0TD;SMT;;9820;0;11/08/2022 12:32;;;870476,806;4089271,175;-199661,283;4110043,647;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000040300224CD;KAM0027613032;40300224;;;;335671,355;4082777,04;457;0484382199LB368766600;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000473;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870488,428;4089261,873;-199650,877;4110032,911;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000040300227CN0F;KAM0019150353;40300227;;;;335657,355;4082782,04;457;0484398008LB368767026;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000475;;0,23;Fachada;2,3;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870474,122;4089265,989;-199664,611;4110038,819;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000040300233CH0F;KAM0020239570;40300233;;;;335594,355;4082827,05;440;0484469638LB368770971;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000494;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;03/11/2022 14:10;;;870408,328;4089307,006;-199724,986;4110087,995;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000040300234CL;KAM0026734010;40300234;;;;335587,355;4082831,05;440;0484477576LB368771320;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000499;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870401,081;4089310,563;-199731,758;4110092,454;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000040300242KG0F;701034;40300242;;;;335526,356;4082831,05;436;0484545987LB368771213;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000510;;0,23;Fachada;2,3;;;;MEC;;9820;0;23/09/2009 22:48;;;870340,12;4089306,723;-199792,983;4110096,327;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000040300245KF;(error consulta Clientes);40300245;;;;335551,356;4082851,05;431;0484518382LB368773059;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000521;;0,23;Fachada;0;;;;;;;;;;;870363,846;4089328,285;-199766,621;4110114,814;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000040300966YS0F;14697907;40300966;;;;335610,355;4082826,05;440;0484451672LB368770909;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000489;;0,23;Fachada;3,45;;;2.0TD;MEC;;9820;0;31/05/2021 21:58;;;870424,381;4089307,014;-199708,991;4110085,975;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000040300995FK;KAM0027612812;40300995;;;;335697,354;4082667,04;447;0484350658LB368756734;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D200000329;;0,23;Fachada;4,6;;;2.0TD;SMT;;9820;0;09/07/2021 11:54;;;870521,334;4089153,578;-199631,765;4109920,854;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000040301008PB;KAM0027594502;40301008;;;;335613,355;4082824,05;440;0484448264LB368770734;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000490;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870427,505;4089305,204;-199706,107;4110083,778;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000040301027DF;KAM0026733728;40301027;;;;335559,356;4082835,05;431;0484509063LB368771631;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000504;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870372,848;4089312,798;-199759,607;4110098,247;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000040301085BL;KAM0027613176;40301085;;;;335597,355;4082825,05;440;0484466230LB368770796;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000495;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;02/08/2022 12:39;;;870411,452;4089305,196;-199722,102;4110085,797;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000040301098ND;KAM0026733787;40301098;;;;335564,356;4082835,05;431;0484503456LB368771640;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000503;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870377,845;4089313,113;-199754,588;4110097,929;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000040301133JK;KAM0019878376;40301133;;;;335690,355;4082732,04;448;0484359915LB368762579;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D200000323;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;09/12/2021 14:47;;;870510,249;4089218,097;-199634,664;4109986,539;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000040301151ZQ0F;KAM0033789062;40301151;;;;335552,356;4082857,05;431;0484517391LB368773601;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000526;;0,4;Fachada;4;;;2.0TD;SMT;;9820;0;16/05/2022 11:40;;;870364,467;4089334,344;-199765,236;4110120,772;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000040301157ZE;KAM0026733907;40301157;;;;335605,355;4082822,05;440;0484457193LB368770540;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000497;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870419,636;4089302,701;-199714,263;4110082,278;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000040301215VB;KAM0027613062;40301215;;;;335646,355;4082791,04;447,53;0484410540LB368767818;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000478;;0,23;Fachada;4,6;;;2.0TD;SMT;;9820;0;19/09/2022 10:34;;;870462,562;4089274,291;-199675,08;4110048,55;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000040301275CW;KAM0027613996;40301275;;;;335699,354;4082689,04;356;0484348891LB368758720;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D200000325;;0,23;Aérea;4,6;;;2.0TD;SMT;;9820;0;30/06/2021 18:38;;;870521,948;4089175,69;-199628,361;4109942,808;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000040301622NG0F;15782092;40301622;;;;335724,353;4082521,04;437;0484317217LB368743627;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D200000338;;0,4;Subterránea;1,385;;;;MEC;;4332;0;12/09/2012 12:44;;;870557,505;4089009,368;-199613,936;4109772,6;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000040301697SX0F;KAM0027613611;40301697;;;;335676,355;4082773,04;448;0484376504LB368766248;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000474;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870493,677;4089258,191;-199646,112;4110028,579;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000040400257ES;KAM0019150336;40400257;;;;335604,355;4082803,05;452;0484457903LB368768826;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000669;;0,23;Fachada;2,3;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870419,833;4089283,65;-199716,473;4110063,271;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000040400259EV;KAM0019150389;40400259;;;;335570,355;4082807,05;447;0484496121LB368769128;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000660;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;19/10/2022 14:54;;;870385,602;4089285,508;-199750,345;4110069,445;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000040400261EL;KAM0027612617;40400261;;;;335551,355;4082802,05;447;0484517321LB368768644;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000654;;0,23;Fachada;3,45;;;2.0TD;SMT;;820;0;31/05/2021 21:58;;;870366,929;4089279,315;-199769,733;4110065,633;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000040400262EC;KAM0019150209;40400262;;;;335543,355;4082799,05;442;0484526228LB368768360;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000652;;0,23;Fachada;2,3;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870359,122;4089275,813;-199777,953;4110063,129;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000040400263EK;KAM0019150356;40400263;;;;335533,355;4082796,05;442;0484537378LB368768072;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000641;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;04/10/2021 20:44;;;870349,317;4089272,186;-199788,18;4110060,753;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000040400265TT0F;KAM0019150319;40400265;;;;335486,355;4082776,05;439;0484589655LB368766188;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000609;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870303,606;4089249,24;-199836,624;4110043,663;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000040401137ZK;KAM0019150267;40401137;;;;335590,355;4082805,05;451;0484473647LB368768982;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000665;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870405,716;4089284,768;-199730,398;4110066,167;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000040401310EX;KAM0027613592;40401310;;;;335577,355;4082808,05;451;0484488292LB368769230;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000662;;0,23;Fachada;4,6;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870392,535;4089286,948;-199743,256;4110070,004;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000040401458MC0F;KAM0027594456;40401458;;;;335516,355;4082794,05;438;0484556400LB368767862;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000650;;0,23;Fachada;5,75;;;2.0TD;SMT;;9820;0;28/09/2022 12:36;;;870332,454;4089269,117;-199805,37;4110059,825;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000040500290RK0F;KAM0027594425;40500290;;;;335590,356;4082932,05;415;0484476399LB368780425;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000186;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870397,723;4089411,689;-199722,334;4110193,637;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000040500298WY0F;KAM0026733861;40500298;;;;335628,356;4082900,05;419;0484433088LB368777608;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000168;;0,23;Fachada;4,6;;;2.0TD;SMT;;9820;0;04/07/2022 13:35;;;870437,714;4089382,101;-199686,225;4110159,106;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000040500303WB0F;(error consulta Clientes);40500303;;;;335641,356;4082890,05;419;0484418291LB368776729;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000150;;0,23;Fachada;0;;;;;;;;;;;870451,335;4089372,925;-199673,812;4110148,244;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000040500304WN;KAM0027612115;40500304;;;;335644,356;4082888,05;419;0484414883LB368776554;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000152;;0,23;Fachada;2,3;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870454,459;4089371,115;-199670,928;4110146,046;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000040500308WQ0F;14697950;40500308;;;;335660,356;4082879,05;424;0484396744LB368775771;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000162;;0,23;Fachada;2,3;;;2.0TD;MEC;;9820;0;31/05/2021 21:58;;;870471,015;4089363,128;-199655,44;4110135,997;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000040500310WH0F;KAM0027594681;40500310;;;;335668,355;4082875,04;424;0484387686LB368775425;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000100;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;23/06/2021 12:05;;;870479,262;4089359,624;-199647,666;4110131,464;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000040500313WK0F;KAM0027612358;40500313;;;;335680,355;4082866,04;424;0484374033LB368774635;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000094;;0,23;Fachada;3,45;;;2.0TD;SMT;;820;0;05/07/2022 11:24;;;870491,821;4089351,385;-199636,193;4110121,669;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000040500315AT0F;14697930;40500315;;;;335690,355;4082860,04;424;0484362688LB368774112;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000090;;0,23;Fachada;2,3;;;;MEC;;9820;0;31/05/2021 21:58;;;870502,192;4089346,018;-199626,537;4110115,012;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000040500321AY;(error consulta Clientes);40500321;;;;335727,355;4082841,04;428;0484320780LB368772464;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000084;;0,23;Fachada;0;;;;;;;;;;;870540,365;4089329,358;-199590,606;4110093,593;;;;CT28 DEPOSITO AGUA;;;
